TICKER	DATE	OPEN	HIGH	LOW	CLOSE	WAPRICE
USD_RUR	2017-02-01	60.1555	60.42085	60.0594	60.0928	60.213
USD_RUR	2017-02-02	60.1125	60.1705	58.555	59.4625	59.644
USD_RUR	2017-02-03	59.41075	59.61515	58.7472	59.0198	59.222
USD_RUR	2017-02-04	59.0198	59.0198	59.0198	59.0198	59.02
USD_RUR	2017-02-05	59.015	59.015	59.0027	59.0027	59.009
USD_RUR	2017-02-06	59.0027	59.105	58.58	58.8967	58.857
USD_RUR	2017-02-07	58.8975	59.505	58.8752	59.365	59.28
USD_RUR	2017-02-08	59.367	59.62265	59.085	59.2469	59.344
USD_RUR	2017-02-09	59.246	59.279	58.69	58.9803	58.932
USD_RUR	2017-02-10	58.9807	59.05	58.2075	58.27805	58.629
USD_RUR	2017-02-13	58.28255	58.527	57.8482	57.97695	58.059
USD_RUR	2017-02-14	57.959	58.1995	57.032	57.0878	57.507
USD_RUR	2017-02-15	57.13135	57.895	56.55455	57.255	57.284
USD_RUR	2017-02-16	57.24	57.675	56.99	57.541	57.329
USD_RUR	2017-02-17	57.541	58.5875	57.4635	58.4531	58.043
USD_RUR	2017-02-20	58.3485	58.42	57.91	57.9285	58.071
USD_RUR	2017-02-21	57.92285	58.0511	57.41325	57.4225	57.771
USD_RUR	2017-02-22	57.4125	58.15995	57.3045	58.0993	57.775
USD_RUR	2017-02-23	58.0435	58.115	57.565	57.7659	57.855
USD_RUR	2017-02-24	57.7564	58.58	57.69	58.4777	58.104
USD_RUR	2017-02-26	58.5321	58.534	58.5321	58.534	58.533
USD_RUR	2017-02-27	58.507	58.507	57.5825	58.1124	57.9
USD_RUR	2017-02-28	58.1114	58.50555	57.8185	58.317	58.157
USD_RUR	2017-03-01	58.3175	58.6	57.9731	58.274	58.298
USD_RUR	2017-03-02	58.2748	58.871	58.155	58.8338	58.611
USD_RUR	2017-03-03	58.8314	59.01	58.137	58.2514	58.632
USD_RUR	2017-03-06	58.2162	58.4425	57.928	58.214	58.17
USD_RUR	2017-03-07	58.2025	58.37135	57.88	58.158	58.138
USD_RUR	2017-03-08	58.183	58.99	58.0936	58.873	58.438
USD_RUR	2017-03-09	58.8645	59.495	58.6907	59.3354	59.14
USD_RUR	2017-03-10	59.31575	59.3375	58.71	58.9357	59.058
USD_RUR	2017-03-13	58.9084	59.305	58.7674	58.82435	59.002
USD_RUR	2017-03-14	58.82435	59.625	58.785	59.2213	59.17
USD_RUR	2017-03-15	59.1968	59.28205	58.3775	58.4675	58.986
USD_RUR	2017-03-16	58.4805	58.559	57.61	57.824	58.028
USD_RUR	2017-03-17	57.824	58.0525	57.1573	57.1891	57.685
USD_RUR	2017-03-20	57.3944	57.6375	57.17	57.375	57.409
USD_RUR	2017-03-21	57.375	57.7354	57.0025	57.73	57.338
USD_RUR	2017-03-22	57.7281	58.22	57.5525	57.7344	57.871
USD_RUR	2017-03-23	57.77825	57.7975	57.334	57.4313	57.56
USD_RUR	2017-03-24	57.4214	57.519	56.887	56.9488	57.195
USD_RUR	2017-03-27	56.944	57.2187	56.735	56.8799	56.942
USD_RUR	2017-03-28	56.8799	57.185	56.7424	57.038	56.981
USD_RUR	2017-03-29	57.0425	57.14795	56.58775	56.5988	56.859
USD_RUR	2017-03-30	56.598	56.77	55.91	56.098	56.281
USD_RUR	2017-03-31	56.10125	56.535	55.8551	56.2578	56.229
USD_RUR	2017-04-03	56.2216	56.465	55.9375	56.0724	56.282
USD_RUR	2017-04-04	56.1258	56.705	56.0406	56.0812	56.326
USD_RUR	2017-04-05	56.07	56.4038	55.8	56.3525	56.096
USD_RUR	2017-04-06	56.346	56.585	56.17705	56.3874	56.361
USD_RUR	2017-04-07	56.3878	57.27015	56.3316	57.2565	57.007
USD_RUR	2017-04-08	57.2495	57.2495	57.2495	57.2495	57.249
USD_RUR	2017-04-10	57.35085	57.585	57.08	57.25195	57.288
USD_RUR	2017-04-11	57.215	57.29485	56.8105	56.9043	57.017
USD_RUR	2017-04-12	56.9043	57.1425	56.5413	56.60475	56.855
USD_RUR	2017-04-13	56.6553	56.754	56.16	56.285	56.441
USD_RUR	2017-04-14	56.285	56.3912	56.0853	56.3384	56.237
USD_RUR	2017-04-17	56.3276	56.3854	55.875	55.8865	56.071
USD_RUR	2017-04-18	55.90875	56.2595	55.855	56.2594	56.089
USD_RUR	2017-04-19	56.27595	56.745	56.0235	56.5475	56.313
USD_RUR	2017-04-20	56.55265	56.647	56.09535	56.1475	56.286
USD_RUR	2017-04-21	56.18855	56.6012	56.03	56.45975	56.364
USD_RUR	2017-04-24	55.9827	56.205	55.715	55.7625	55.916
USD_RUR	2017-04-25	55.7625	56.25	55.67	56.1363	56.035
USD_RUR	2017-04-26	56.1379	57.17	56.06	57.1405	56.735
USD_RUR	2017-04-27	57.125	57.271	56.7183	57.0617	56.996
USD_RUR	2017-04-28	57.0193	57.1848	56.62455	56.96005	56.924
USD_RUR	2017-05-01	56.902	57.036	56.8175	56.9825	56.909
USD_RUR	2017-05-02	56.98695	57.1623	56.855	57.035	57.019
USD_RUR	2017-05-03	57.03935	57.4033	56.8346	57.3686	57.214
USD_RUR	2017-05-04	57.3793	58.46255	57.2925	58.3825	57.974
USD_RUR	2017-05-05	58.385	58.9325	57.927	57.9365	58.393
USD_RUR	2017-05-07	57.9368	57.9368	57.9368	57.9368	57.937
USD_RUR	2017-05-08	58	58.4154	57.913	58.3131	58.231
USD_RUR	2017-05-09	58.3017	58.5553	58.12	58.42	58.377
USD_RUR	2017-05-10	58.42	58.42	57.4125	57.457	57.787
USD_RUR	2017-05-11	57.4414	57.5303	56.9225	57.0725	57.165
USD_RUR	2017-05-12	57.0789	57.35	56.9713	57.0475	57.165
USD_RUR	2017-05-15	57.11825	57.1252	56.2158	56.3753	56.421
USD_RUR	2017-05-16	56.368	56.6396	56.1834	56.6048	56.36
USD_RUR	2017-05-17	56.6075	57.16	56.4875	57.11275	56.791
